lat,lon,storage_type,storage_potential,pga_score,fault_score,site_vulnerability,srf_a_tectonic,risk_category_a,srf_b_geotechnical,risk_category_b,srf_c_shaking,risk_category_c
48.90453332,125.3188509,DSA,15.97159958,0.8691167155926527,4.134931665425687,10.0,4.328200847390639,Moderate,5.174633019322199,Moderate,2.7619495289832976,Low
48.8956764,125.3851938,DSA,15.97159958,0.8403462387824422,3.8004994745613208,9.934199469230226,4.139193502761438,Moderate,5.069918178117332,Moderate,2.637777532560884,Low
48.88678917,125.4515181,DSA,15.97159958,0.817261750950211,3.593359229654569,9.406149350584077,3.923088010229163,Moderate,4.808036286544629,Moderate,2.508979754524905,Low
48.87787165,125.5178241,DSA,15.97159958,0.799473664162542,3.439882837251554,9.68768772259416,3.8973210623933716,Moderate,4.882841122152992,Moderate,2.480417821932407,Low
48.86892384,125.5841114,DSA,15.97159958,0.7869454656590035,3.313987507676399,9.728219164503024,3.8387212264365056,Moderate,4.868863353600091,Moderate,2.439185448148624,Low
48.85994576,125.6503802,DSA,15.97159958,0.7577513965132143,4.765809341966127,9.938284951849376,4.597887080306903,Moderate,5.231576407738261,Moderate,2.8782221356827042,Low
48.85093741,125.7166303,DSA,15.97159958,0.7621038956917371,5.051854954510012,9.422271822928398,4.639013010548207,Moderate,5.0841212783500564,Moderate,2.9150460060608854,Low
48.8418988,125.7828618,DSA,15.97159958,0.75670171835529,5.23960783212827,9.36590091676864,4.71999461492445,Moderate,5.096962620475226,Moderate,2.962493472328519,Low
48.83282994,125.8490744,DSA,15.97159958,0.7701097123794789,2.0916482882894583,9.737259760248794,3.224309009908332,Moderate,4.621277446709201,Moderate,2.063286289939404,Low
48.82373085,125.9152683,DSA,15.97159958,0.7719191249836581,2.099547711343213,10.0,3.281349593166704,Moderate,4.728677192262106,Moderate,2.0930157883931586,Low
48.81460152,125.9814433,DSA,15.97159958,0.7865064737353125,2.107472509751112,10.0,3.28968819699615,Moderate,4.736097091444347,Moderate,2.1041456371665213,Low
48.80544198,126.0475994,DSA,15.97159958,0.8037117468034374,2.115421056440917,10.0,3.2988240522614896,Moderate,4.7445689100095585,Moderate,2.1168533650143373,Low
48.79625222,126.1137365,DSA,15.97159958,0.8064525187516449,2.1233921464685817,10.0,3.3036318288597846,Moderate,4.747259436794375,Moderate,2.1208891551915614,Low
48.78703227,126.1798546,DSA,15.97159958,0.8443676823449281,2.13138520235348,10.0,3.319002905880218,Moderate,4.764024113408667,Moderate,2.1460361701130006,Low
48.77778212,126.2459536,DSA,15.97159958,0.8685964754749609,2.139402779924058,10.0,3.3302803326045174,Moderate,4.775319146174796,Moderate,2.1629787192621936,Low
48.76850179,126.3120334,DSA,15.97159958,0.9099995335279264,2.14744238897966,10.0,3.346721054548208,Moderate,4.793488291207103,Moderate,2.190232436810654,Low
48.75919128,126.3780941,DSA,15.97159958,0.949682719073955,2.15627777104156,10.0,3.3630437012429666,Moderate,4.811128641837894,Moderate,2.216692962756841,Low
48.88716316,125.1064402,DSA,20.78039932,0.9408729900005224,2.440297965043417,9.561556197417667,3.4147221190053987,Moderate,4.68903126797596,Moderate,2.252768803255105,Low
48.87840149,125.1727943,DSA,15.97159958,0.9174307586212664,2.4750621221437696,9.57359733344726,3.4274797553477168,Moderate,4.691423661256165,Moderate,2.250336825160617,Low
48.86960951,125.2391302,DSA,15.97159958,0.8886386109619382,2.7468917479111523,9.121860063040955,3.464409469852349,Moderate,4.553577819183388,Moderate,2.269436697254604,Low
48.86078722,125.3054478,DSA,15.97159958,0.8606514906765672,3.191677982085244,9.164024579747377,3.686839354195068,Moderate,4.648206024586627,Moderate,2.3902967470062513,Low
48.85193464,125.3717471,DSA,15.97159958,0.8606514906765672,3.2112743900843417,10.0,3.863832642245141,Moderate,4.986515474287495,Moderate,2.479773211431243,Low
48.84305176,125.438028,DSA,15.97159958,0.8351731038555475,3.1735747293409675,9.406149350584077,3.718569165943963,Moderate,4.7312439276440434,Moderate,2.3937912161740265,Low
48.83413861,125.5042904,DSA,15.97159958,0.8157031210174709,3.1184192640679558,9.597979255106049,3.723516419360429,Moderate,4.789156803262999,Moderate,2.3847455773414743,Low
48.82519518,125.5705344,DSA,15.97159958,0.7869454656590035,4.482185568202041,9.597979255106049,4.396772274819932,Moderate,5.0504070019464296,Moderate,2.7766208753666195,Low
48.81622149,125.6367597,DSA,15.97159958,0.7796768765098637,4.926789245827045,10.0,4.697297685866482,Moderate,5.297228599769355,Moderate,2.9458428996540316,Low
48.80721755,125.7029665,DSA,15.97159958,0.7778257943245187,5.238850639614307,10.0,4.852773058104509,Moderate,5.358900445652669,Moderate,3.038350668479003,Moderate
48.79818337,125.7691546,DSA,15.97159958,0.7748882424737512,5.427515662928098,9.59236484048472,4.864697272303118,Moderate,5.232404365769009,Moderate,3.052424128411152,Moderate
48.78911896,125.835324,DSA,15.97159958,0.7842857327531643,2.130269025857025,9.22358935218314,3.1451381031910897,Moderate,4.429203839145927,Moderate,2.03201108262732,Low
48.78002431,125.9014746,DSA,15.97159958,0.7695903780984215,2.138314581992116,9.017260182072548,3.1034864408400944,Moderate,4.3424031404668115,Moderate,2.0049746196639426,Low
